Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970405387;970405361;CENTRE D'ACCUEIL   A. P. A. L.;CENTRE D'ACCUEIL   A. P. A. L.;;;9D;LA REUNION;97410;ST PIERRE;219;Autre Centre d'Accueil;4601;Adult.Fam.Difficulté;05;Préfet de Département établissements médico-sociaux;;;;2007-01-24;;;2007;132 R LUC LORION;9D9D416;97410;ST PIERRE;-21.331312,55.472224;
970464731;970401469;PHARMACIE HO POON SUNG;PHARMACIE HO POON SUNG;;;9D;LA REUNION;97438;STE MARIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2005-02-17;;;2008;40 R DE LA REPUBLIQUE;9D9D418;97438;STE MARIE;-20.896835,55.550742;
970432795;970402004;DISPENSAIRE    DES CAMELIAS;DISPENSAIRE   DES CAMELIAS;;LES CAMELIAS;9D;LA REUNION;97400;ST DENIS;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1974-05-01;1974-05-01;2005-02-02;2009;29 BD DE SAINT FRANCOIS;9D9D411;97400;ST DENIS;-20.89677,55.460143;
970463204;970430955;SERVICE AIDE MENAGERE;SERVICE AIDE MENAGERE;;;9D;LA REUNION;97420;LE PORT;208;Service d'Aide Ménagère à Domicile;4403;Serv.Soc.Pers.Agées;8810A;01;Etablissement Tarif Libre;;;1986-10-01;1986-10-01;2010-08-25;2016;8 R SAINT PAUL;9D9D407;97420;LE PORT;-20.936381,55.290036;
970463956;970400693;PHARMACIE DES PALMISTES;PHARMACIE DES PALMISTES;;;9D;LA REUNION;97431;LA PLAINE DES PALMISTES;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1981-07-16;2009-11-02;2009-12-17;2016;2 R DU COMMERCE;9D9D406;97431;LA PLAINE DES PALMISTES;-21.134452,55.627088;
970406674;970430898;SAMSAH (ST BENOIT PERE FAVRON);SERV ACCOMPA MEDICO SOCIAL PR ADULTES HANDICAPES (ST BENOIT);;;9D;LA REUNION;97470;ST BENOIT;446;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);4305;Maintien à Dom.Handi;09;Autorité Mixte Préfet.Dépt.PCG (2 arr.);;;;2007-09-27;;;2007;26 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057102,55.711105;
970431540;970402004;DISPENSAIRE    DU CHAUDRON;DISPENSAIRE   DU CHAUDRON   -   SAINTE-CLOTILDE;;;9D;LA REUNION;97490;STE CLOTILDE;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;;2005-02-02;;;2006;9  RUE DE L'ECOLE;9D9D411;97490;STE CLOTILDE;-20.893459,55.491309;
970432043;970402004;DISPENSAIRE    DU  23EME;DISPENSAIRE    DU  23EME   -   LA PLAINE-DES-CAFRES;;;9D;LA REUNION;02 62 27 59 12;97418;LE TAMPON;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;1;Etablissement Tarif Libre;;;1991-01-08;1991-01-08;2005-02-02;2018;3 R MARIE POITTEVIN;;97418;LE TAMPON;-21.220628,55.55335;
970431250;970430922;GARDERIE MUNICIPALE DE;GARDERIE MUNICIPALE D ENFANTS DE CAMBUSTON;;CAMBUSTON;9D;REUNION;97440;ST ANDRE;171;Garderie et Jardin d'Enfants;5101;Etab.Gard.Enf.Présco;01;Etablissement Tarif Libre;;;1980-04-01;;;;2004;CAMBUSTON;9D9D409;97440;ST ANDRE;-20.931502,55.648125;
970432001;970402004;DISPENSAIRE TAMPON;DISPENSAIRE DU TAMPON;;;9D;REUNION;97430;LE TAMPON;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;1965-01-01;;;;2004;21 R EVENOR LALLEMAND;9D9D422;97430;LE TAMPON;-21.284773,55.520523;
970464780;970401519;PHARMACIE DE LA POSSESSION;PHARMACIE DE LA POSSESSION;;;9D;LA REUNION;97419;LA POSSESSION;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2003-10-31;;;2006;32 R EMMANUEL TEXER;9D9D408;97419;LA POSSESSION;-20.927035,55.334723;
970464061;970400800;PHARMACIE DU MOUFIA;PHARMACIE DU MOUFIA;;;9D;REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1991-09-17;;;;2004;43 RTE DU MOUFIA;9D9D411;97490;STE CLOTILDE;-20.899845,55.491971;
970466272;590799730;ESAT JEAN CLERMONT (ST ANDRE);ETS & SERVICE D'AIDE PAR LE TRAVAIL JEAN CLERMONT (ST ANDRE);;;9D;LA REUNION;97440;ST ANDRE;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;8810C;05;Préfet de Département établissements médico-sociaux;;;1991-10-28;1994-11-01;2012-12-19;2013;1213 CHE PATELIN;9D9D409;97440;ST ANDRE;-20.971812,55.675055;
970403218;970403168;BIONORD;BIONORD;;;9D;LA REUNION;97441;STE SUZANNE;610;Laboratoire d'Analyses;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2002-04-16;2002-04-29;2003-02-05;2010;22 RPT DES METIERS;9D9D420;97441;STE SUZANNE;-20.93078,55.637263;
970408985;970408936;SITE DE LA RIVIERE;SITE DE LA RIVIERE;;;9D;LA REUNION;97421;LA RIVIERE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2012-10-09;2012-10-09;2012-10-09;2012;138 R MONSEIGNEUR DE BEAUMONT;9D9D414;97421;LA RIVIERE;-21.26359,55.436296;
970465209;970401923;PHARMACIE LE DIMITILE;PHARMACIE LE DIMITILE;;;9D;LA REUNION;97414;ENTRE DEUX;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1991-07-10;1991-07-10;2010-08-25;2011;R JEAN LAURET;9D9D403;97414;ENTRE DEUX;-21.247498,55.472584;
970464236;970400974;PHARMACIE DE LA PROVIDENCE;PHARMACIE DE LA PROVIDENCE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1976-03-24;2011-08-16;2017-10-23;2017;1 BD DE LA PROVIDENCE;9D9D411;97400;ST DENIS;-20.890783,55.452977;
970465613;970402343;PHARMACIE CHEUNG-TOI-CHEUNG;PHARMACIE CHEUNG-TOI-CHEUNG;;;9D;LA REUNION;97426;LES TROIS BASSINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1980-12-15;1980-12-15;2000-11-06;2009;7 R DU GENERAL DE GAULLE;9D9D423;97426;LES TROIS BASSINS;-21.106102,55.295333;
970406138;590799730;S.S.A. GERNEZ  (ST PIERRE);SERVICE DE SUITE ET D'ACCOMPAGNEMENT GERNEZ RIEUX (ST PIERRE;;;9D;LA REUNION;97410;ST PIERRE;446;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);4305;Maintien à Dom.Handi;;08;Président du Conseil Général;;;2001-11-16;2001-11-16;2011-06-03;2011;LIGNE DES BAMBOUS;9D9D416;97410;ST PIERRE;-21.296632,55.492344;
970467213;970406823;VILLAGE ENFANT PONT NEUF ST LOUIS;VILLAGE DE L'ENFANCE DU PONT NEUF;;;9D;LA REUNION;97450;ST LOUIS;167;Crèche Collective;5101;Etab.Gard.Enf.Présco;01;Etablissement Tarif Libre;;;;2007-06-26;;;2008;1 R VICTOR HUGO;9D9D414;97450;ST LOUIS;-21.282048,55.41363;
970465118;970401840;SARL PHARMACIE DE HELL-BOURG;SARL PHARMACIE DE HELL-BOURG;;;9D;LA REUNION;97433;SALAZIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1989-12-18;1998-01-15;2010-08-25;2010;63 R GENERAL DE GAULLE;9D9D421;97433;SALAZIE;-21.065291,55.519686;
970406567;970411005;E.H.P.A.D. LES HIBISCUS (EPSMR);E.H.P.A.D. LES HIBISCUS (EPSMR ST PAUL);;;9D;LA REUNION;97470;ST BENOIT;200;Maison de Retraite;4401;Héberg.Pers.Agées;;20;Autorité mixte préfet dpt PCG EHPAD tripartite DG global;;;2006-10-11;2007-07-12;2011-07-12;2011;31 R DES DAHLIAS;9D9D410;97470;ST BENOIT;-21.05653,55.709429;
970410650;970407904;CERBALLIANCE REUNION SAINT PAUL;CERBALLIANCE REUNION SAINT PAUL;;;9D;LA REUNION;02 62 41 51 30;97460;ST PAUL;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2016-02-12;2017-05-22;2017-06-20;2018;129 R CHAUSSEE ROYALE;;97460;ST PAUL;-21.01048,55.274464;
970465662;970402392;GRANDE PHARMACIE DE LA TRINITE;GRANDE PHARMACIE DE LA TRINITE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1997-02-28;2009-11-01;2012-10-08;2016;10 AV JEAN PAUL II;9D9D411;97400;ST DENIS;-20.894949,55.468351;
970403630;590799730;C. A. T.   EDMOND ALBIUS;CENTRE D'AIDE PAR LE TRAVAIL EDMOND ALBIUS  -  SAINT-PAUL;;;9D;LA REUNION;97460;ST PAUL;246;Ctre d'Aide par le Travail (C.A.T.);4302;Trav.Prot.Adul.Handi;99;indéterminé;;;1996-10-15;;;;2005;110 CHE PITON DEFAUD;9D9D415;97460;ST PAUL;-20.967589,55.302199;
970465480;970402210;PHARMACIE TSE FAT YUEN;PHARMACIE TSE-FAT-YUEN;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2007-07-11;;;2007;113 R MARIUS ET ARY LEBLOND;9D9D416;97410;ST PIERRE;-21.336549,55.470568;
970404513;970400388;INTERMETRA METRAG;INTERMETRA METRAG;;;9D;LA REUNION;97410;ST PIERRE;438;Centre de Médecine collective;2201;Dispensaires;;99;Indéterminé;;;1997-01-01;1998-01-01;2014-06-05;2017;92 R SUFFREN;9D9D416;97410;ST PIERRE;-21.335667,55.473447;
970466959;970402004;F. D. E.   LES CHRYSALIDES;FOYER DEPARTEMENTAL DE L'ENFANCE LES CHRYSALIDES;;;9D;LA REUNION;97470;ST BENOIT;175;Foyer de l'Enfance;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;1992-06-01;;;;2005;61 R SARDA GARRIGA;9D9D410;97470;ST BENOIT;-21.045437,55.714953;
970400040;970430898;"IME - IMS""CH.ISAUTIER"" (IMP ST PIERRE)";"INSTITUT MEDICO EDUCATIF - IMS""CH.ISAUTIER"" ( IMP ST PIERRE)";;;9D;LA REUNION;97410;ST PIERRE;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;;05;Préfet de Département établissements médico-sociaux;;;1968-04-16;1984-10-01;2013-09-25;2015;80 BD HUBERT DELISLE;9D9D416;97410;ST PIERRE;-21.339147,55.459144;
970465605;970402335;PHARMACIE DE LA CASCADE;;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1970-03-24;2003-01-10;2008-02-07;2016;122 AV PIERRE MENDES FRANCE;9D9D420;97441;STE SUZANNE;-20.906798,55.607845;
970464608;970401337;PHARMA 2 A;PHARMA 2 A;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1990-03-03;2005-01-10;2005-04-29;2009;109 R AUGUSTIN ARCHAMBAUD;9D9D416;97410;ST PIERRE;-21.328524,55.481348;
970464186;970400925;PHARMACIE DU 17 EME;;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1983-12-21;2006-11-02;2010-08-25;2013;159 R DES POINSETIAS;9D9D422;97430;LE TAMPON;-21.241701,55.527136;
970403507;970403093;LABM LABOSIP SAINT VINCENT;LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE LABOSIP ST VINCENT;;;9D;LA REUNION;97400;ST DENIS;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;;2006-08-21;;;2007;33 R MARECHAL LECLERC;9D9D411;97400;ST DENIS;-20.880337,55.448957;
970465944;970402558;PHARMACIE DES CHOCAS;PHARMACIE DES CHOCAS;;;9D;LA REUNION;97426;LES TROIS BASSINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1986-10-10;;;;2005;3 R FRANCOIS DE MAHY;9D9D423;97426;LES TROIS BASSINS;-21.105059,55.294958;
970464798;970401527;PHARMACIE DU OUAKI;PHARMACIE KING SIONG;;;9D;LA REUNION;97421;LA RIVIERE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1979-10-24;1979-10-24;2010-08-25;2012;265 RTE DE CILAOS;9D9D414;97421;LA RIVIERE;-21.269475,55.448408;
970409132;970408324;SITE REUNILAB ST GILLES LES HAUTS;SITE REUNILAB ST GILLES LES HAUTS;;;9D;LA REUNION;;97460;ST PAUL;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2012-12-12;2012-12-12;2013-11-15;2018;59 R JOSEPH HUBERT;;97460;ST PAUL;-21.050265,55.267616;
970432191;970402004;DISPENSAIRE ETANG-SALE;DISPENSAIRE DE L'ETANG-SALE;;;9D;LA REUNION;97427;L ETANG SALE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;8621Z;01;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2010-08-25;2010;117 AV RAYMOND BARRE;9D9D404;97427;L ETANG SALE;-21.263924,55.363757;
970405452;970405403;CENTRE DE DIALYSE JEANNE D'ARC;CENTRE DE DIALYSE JEANNE D'ARC - LE PORT;;;9D;LA REUNION;97420;LE PORT;141;centre de dialyse;1203;Dialyse Ambulatoire;07;ARH établissements de santé non financés dotation globale;non PSPH;;2001-09-28;;;;2005;16 R JULES FERRY;9D9D407;97420;LE PORT;-20.936519,55.294665;
970466975;970430906;CAMSP STE CLOTILDE;CENTRE D'ACTION MEDICO-SOCIALE PRECOCE SAINTE CLOTILDE;;;9D;LA REUNION;97490;ST DENIS;190;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);4106;Serv.Dom.Ambul.Handi;;10;Autorité Conjointe Préfet ou ARS et PCD (1 arrêté);;;2017-01-03;1995-10-01;2017-04-21;2017;47 R TESSAN;9D9D411;97490;ST DENIS;-20.894927,55.478996;
970408969;970408936;SITE KAMOUN;SITE KAMOUN;;;9D;LA REUNION;97410;ST PIERRE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2012-10-09;2012-10-09;2012-10-09;2012;128 R LUC LORION;9D9D416;97410;ST PIERRE;-21.331312,55.472224;
970405221;130804370;S.E.S.S.A.D.   DE  LA  RESSOURCE;S.E.S.S.A.D.  DE   LA RESSOURCE;CENTRE REEDUCATION LA RESSOURCE;;9D;LA REUNION;97490;STE CLOTILDE;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;;05;Préfet de Département établissements médico-sociaux;;;1997-10-23;1997-10-23;2011-11-04;2012;216 BD JEAN JAURES;9D9D411;97490;STE CLOTILDE;-20.900037,55.480083;
970404927;970404901;SELAS QUARTIER FRANCAIS;;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;2000-09-07;2006-12-01;2010-08-25;2012;20 RPT DES METIERS;9D9D420;97441;STE SUZANNE;-20.930698,55.636995;
970405965;970430898;F.A.O. (FONDATION PERE FAVRON ST PIERR;FOYER D'ACCUEIL OCCUPATIONNEL (ST PIERRE FONDATI PERE FAVRON;;;9D;LA REUNION;97410;ST PIERRE;252;Foyer Hébergement Adultes Handicapés;4301;Héberg.Adultes Handi;;08;Président du Conseil Général;;;2005-01-19;2005-01-19;2010-06-29;2010;39 R CAYENNE;9D9D416;97410;ST PIERRE;-21.337569,55.467561;
970407490;970407482;CCAS;CENTRE COMMUNAL ACTION SOCIALE SAINT JOSEPH;;;9D;LA REUNION;97480;ST JOSEPH;219;Autre Centre d'Accueil;4601;Adult.Fam.Difficulté;;02;Autorité Ministérielle;;;;2009-08-10;2009-08-12;2013;R RAPHAEL BABET;9D9D412;97480;ST JOSEPH;-21.379394,55.62064;
970408100;970408076;LBM SAINT GILLES LES HAUTS;LABORATOIRE BIOLOGIE MEDICALE SAINT GILLES LES HAUTS;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2010-11-19;2010-11-19;2010-11-22;2010;59 R JOSEPH HUBERT;9D9D415;97435;ST GILLES LES HAUTS;-21.051417,55.26754;
970409843;970402004;PMI PITON SAINT LEU;PROTECTION MATERNELLE ET INFANTILE;;;9D;LA REUNION;02 62 34 31 50;97424;ST LEU;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;1;Etablissement Tarif Libre;;;1971-07-30;1971-07-30;2014-06-24;2018;R ADRIEN LAGOURGUE;;97424;ST LEU;-21.220289,55.312954;
970400180;970408589;CHU SITE SUD (SAINT JOSEPH);CHU SITE SUD (SAINT JOSEPH);;;9D;LA REUNION;97480;ST JOSEPH;101;Centre Hospitalier Régional (C.H.R.);1101;C.H.R.;8610Z;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1954-04-01;1954-04-01;2015-10-13;2015;2 IMP MERE THERESA;9D9D412;97480;ST JOSEPH;-21.379579,55.619106;
970464798;970401527;PHARMACIE DU OUAKI;PHARMACIE KING SIONG;;;9D;LA REUNION;97421;LA RIVIERE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1979-10-24;1979-10-24;2010-08-25;2013;265 RTE DE CILAOS;9D9D414;97421;LA RIVIERE;-21.269475,55.448408;
970404042;970404034;PHARMACIE DES FILAOS;PHARMACIE DES FILAOS;;;9D;LA REUNION;97434;ST GILLES LES BAINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1996-03-05;2001-12-05;2010-08-25;2013;2 RES DU LAGON;9D9D415;97434;ST GILLES LES BAINS;-21.050416,55.231759;
970432365;970402004;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;;2005-06-24;;;2007;8  IMPASSE DES CANAS;9D9D415;97435;ST GILLES LES HAUTS;-21.041502,55.274299;
970406666;970406658;PHARMACIE PETIT BAZAR;PHARMACIE PETIT BAZAR;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2006-07-26;2007-03-13;2007-11-16;2014;1631 AV ILE DE FRANCE;9D9D409;97440;ST ANDRE;-20.946041,55.647941;
970410015;970402004;CDR - ARRONDISSEMENT SUD;CONSEIL DEPARTEMENTAL DE LA REUNION - ARRONDISSEMENT SUD;;;9D;LA REUNION;02 62 96 90 00;97410;ST PIERRE;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;1;Etablissement Tarif Libre;;;1995-01-01;1995-01-01;2015-03-26;2018;44 R ARCHAMBAUD;;97410;ST PIERRE;-21.335731,55.479376;
970407680;970407672;LABM CARDUS;LABORATOIRE DE BIOLOGIE MEDICAL CARDUS;;;9D;LA REUNION;97420;LE PORT;610;Laboratoire d'Analyses;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2009-09-22;2009-10-09;2009-10-15;2014;6 AV DE LA COMMUNE DE PARIS;9D9D407;97420;LE PORT;-20.935215,55.291207;
970465944;970402558;PHARMACIE DES CHOCAS;PHARMACIE DES CHOCAS;;;9D;REUNION;97426;LES TROIS BASSINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1986-10-10;;;;2004;R FRANCOIS DE MAHY;9D9D423;97426;LES TROIS BASSINS;-21.103703,55.294018;
970409280;970407904;BIOREUNION SITE DE PLATEAU CAILLOU;BIOREUNION SITE DE PLATEAU CAILLOU;;;9D;LA REUNION;97460;ST PAUL;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;8690B;01;Etablissement Tarif Libre;;;2013-05-15;2013-05-15;2014-05-21;2014;1 R PIERRE BROSSELETTE;9D9D415;97460;ST PAUL;-21.001599,55.27842;
970404018;970403978;CENTRE HEMODIALYSE - CLINIQUE DURIEUX;CENTRE D'HEMODIALYSE - CLINIQUE DURIEUX;;;9D;LA REUNION;97430;LE TAMPON;141;centre de dialyse;1203;Dialyse Ambulatoire;07;ARH établissements de santé non financés dotation globale;non PSPH;;2003-04-08;;;;2005;100 R DE FRANCE;9D9D422;97430;LE TAMPON;-21.274544,55.507927;
970463790;970400537;PHARMACIE DES DEUX CANONS;;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1962-03-31;2009-11-02;2009-10-28;2009;1 R STANISLAS GIMART;9D9D411;97490;STE CLOTILDE;-20.893266,55.475336;
970406567;970411005;E.H.P.A.D. LES HIBISCUS (EPSMR);E.H.P.A.D. LES HIBISCUS (EPSMR ST PAUL);;;9D;LA REUNION;97470;ST BENOIT;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Héberg.Pers.Agées;;41;ARS/PCG, Tarif global, habilité aide sociale sans PUI;;;2006-10-11;2007-07-12;2015-11-26;2015;31 R DES DAHLIAS;9D9D410;97470;ST BENOIT;-21.05653,55.709429;
970404265;970404257;PHARMACIE DE LA CHATOIRE;PHARMACIE DE LA CHATOIRE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;99;indéterminé;;;1997-06-30;1997-10-10;2003-09-10;2010;91 AV DE L'EUROPE;9D9D422;97430;LE TAMPON;-21.273627,55.507603;
970410338;970411005;EPSMR-IMMEUBLE TRITON (STE CLO);EPSMR-IMMEUBLE TRITON (STE CLO);;;9D;LA REUNION;;97490;ST DENIS;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Lutte Malad.Mentales;;3;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2001-02-08;2001-02-08;2016-10-18;2018;7 BD DU CHAUDRON;;97490;ST DENIS;-20.888199,55.490135;
970408399;970408324;REUNILAB CLINIQUE DU TAMPON;REUNILAB CLINIQUE DU TAMPON;;;9D;LA REUNION;97430;LE TAMPON;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2013-10-28;2013-10-28;2013-11-12;2015;100 R DE FRANCE;9D9D422;97430;LE TAMPON;-21.274544,55.507927;
970403234;970405775;LABM ZAC BANK;LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE ZAC BANK;;;9D;LA REUNION;97410;ST PIERRE;610;Laboratoire d'Analyses;3101;Labo.d'Analyses;;01;Etablissement Tarif Libre;;;1996-03-05;1997-01-01;2006-09-19;2009;128 R LUC LORION;9D9D416;97410;ST PIERRE;-21.331312,55.472224;
970403119;970463600;S.H.A.D. -A.S.D.R. (HOSPI A DOM ST LEU;SERVICE D'HOSPITALISATION A DOMICILE (A.S.D.R. ST LEU);;;9D;LA REUNION;97436;ST LEU;127;Hospitalisation à Domicile;1201;Soins à Domicile;07;ARH établissements de santé non financés dotation globale;non PSPH;;;2007-03-06;;;2007;12 LOT DES PECHEURS;9D9D413;97436;ST LEU;-21.181201,55.289768;
970464756;970401485;PHARMACIE DE CHATEAU MORANGE;PHARMACIE DE CHATEAU MORANGE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1977-01-25;2008-09-01;2008-09-16;2012;13 R DES CAMELIAS;9D9D411;97400;ST DENIS;-20.893219,55.462577;
970464319;970401048;LA PHARMACIE DU CENTRE SAINT-ANDRE;LA PHARMACIE DU CENTRE SAINT-ANDRE;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2002-04-18;2015-06-29;2015-06-29;2015;199 AV DE BOURBON;9D9D409;97440;ST ANDRE;-20.96231,55.64943;
970406682;970400248;C.R.I.A REUNION MAYOTTE (EX CIERA);CTRE DE RESSOURCES INTERREGIONAL PR AUTISME REUNION MAYOTTE;;;9D;LA REUNION;97436;ST LEU;461;Centres de Ressources S.A.I. (Sans Aucune Indication);4606;Ctre.de ressources;;05;Préfet de Département établissements médico-sociaux;;;2006-12-18;2007-10-01;2011-08-17;2015;14 RLE RIVIERE;9D9D413;97436;ST LEU;-21.169438,55.289241;
970409421;970407904;CERBALLIANCE REUNION - SAINTE SUZANNE;CERBALLIANCE REUNION - SAINTE SUZANNE;;;9D;LA REUNION;97441;STE SUZANNE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;1900-01-01;2013-09-19;2016-12-02;2016;22 RPT DES METIERS;9D9D420;97441;STE SUZANNE;-20.93078,55.637263;
970402996;970402962;LABM WEST BIOLOGIE;LABM WEST BIOLOGIE;;;9D;LA REUNION;97436;ST LEU;610;Laboratoire d'Analyses;3101;Labo.d'Analyses;;01;Etablissement Tarif Libre;;;1994-09-19;1997-01-01;2006-04-27;2009;134 R DU GENERAL LAMBERT;9D9D413;97436;ST LEU;-21.170797,55.288023;
970466652;970466645;E.H.P.A.D. LE MOUTARDIER (ST BENOIT);ET PR PERSONNES AGÉES DÉPENDANTES LE MOUTARDIER (ST BENOIT);;;9D;LA REUNION;97470;ST BENOIT;200;Maison de Retraite;4401;Héberg. Pers. Agées;20;autorité mixte préfet dpt PCG EHPAD tripartite DG global;;;;2006-10-24;;;2007;15  CHEMIN MANES;9D9D410;97470;ST BENOIT;-21.03412,55.697921;
970410353;970411005;EPSMR-RUE DES PÉTUNIAS (ST BENOIT);EPSMR-RUE DES PÉTUNIAS (ST BENOIT);;;9D;LA REUNION;;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2001-08-02;2001-08-02;2016-11-21;2019;5 R DES PETUNIAS;9D410;97470;ST BENOIT;-21.05125,55.71384;
